t,angulo
1.18E+01,0.062287224
1.18E+01,0.073664112
1.18E+01,0.083613754
1.19E+01,0.093541415
1.19E+01,0.101495837
1.19E+01,0.108609425
1.20E+01,0.114164693
1.20E+01,0.117754098
1.20E+01,0.120689869
1.21E+01,0.122369982
1.21E+01,0.123153014
1.21E+01,0.121466792
1.22E+01,0.118547398
1.22E+01,0.1145126
1.22E+01,0.108343772
1.23E+01,0.100806881
1.23E+01,0.092686927
1.23E+01,0.083081185
1.24E+01,0.073000018
1.24E+01,0.061123845
1.24E+01,0.048353742
1.25E+01,0.035802955
1.25E+01,0.022389033
1.25E+01,0.008242677
1.26E+01,-0.006110997
1.26E+01,-0.020573196
1.26E+01,-0.035569332
1.27E+01,-0.050238911
1.27E+01,-0.063855322
1.27E+01,-0.077621738
1.28E+01,-0.089235901
1.28E+01,-0.101076142
1.28E+01,-0.111744107
1.29E+01,-0.122058583
1.29E+01,-0.130404854
1.29E+01,-0.137383259
1.30E+01,-0.14441849
1.30E+01,-0.148784521
1.30E+01,-0.152490724
1.31E+01,-0.154267183
1.31E+01,-0.154869173
1.31E+01,-0.15338505
1.32E+01,-0.152033439
1.32E+01,-0.148310302
1.32E+01,-0.141563399
1.33E+01,-0.135205601
1.33E+01,-0.126852335
1.33E+01,-0.118508049
1.34E+01,-0.107775022
1.34E+01,-0.09656396
1.34E+01,-0.085150839
1.35E+01,-0.073274505
1.35E+01,-0.059475985
1.35E+01,-0.046762525
1.36E+01,-0.032990744
1.36E+01,-0.01891269
1.36E+01,-0.005248045
1.37E+01,0.007806137
1.37E+01,0.021246733
1.37E+01,0.033966086
1.38E+01,0.04583571
1.38E+01,0.056944167
1.38E+01,0.068572967
1.39E+01,0.077902581
1.39E+01,0.086102901
1.39E+01,0.093257135
1.40E+01,0.100185941
1.40E+01,0.105065606
1.40E+01,0.108659267
1.41E+01,0.111385973
1.41E+01,0.112110472
1.41E+01,0.111881244
1.42E+01,0.109680306
1.42E+01,0.10614793
1.42E+01,0.101372148
1.43E+01,0.095954477
1.43E+01,0.088151022
1.43E+01,0.079911275
1.44E+01,0.070956867
1.44E+01,0.060534692
1.44E+01,0.04937344
1.45E+01,0.037199424
1.45E+01,0.024263705
1.45E+01,0.011625219
1.46E+01,-0.002048376
1.46E+01,-0.01502541
1.46E+01,-0.028768261
1.47E+01,-0.042915988
1.47E+01,-0.05602822
1.47E+01,-0.069098259
1.48E+01,-0.081509783
1.48E+01,-0.092209589
1.48E+01,-0.103506482
1.48E+01,-0.113883929
1.49E+01,-0.122711529
1.49E+01,-0.130675916
1.49E+01,-0.136563499
1.50E+01,-0.1421896
1.50E+01,-0.145791566
1.50E+01,-0.148532323
1.51E+01,-0.149544159
1.51E+01,-0.149289561
1.51E+01,-0.148442502
1.52E+01,-0.145404407
1.52E+01,-0.141389183
1.52E+01,-0.136103946
1.53E+01,-0.12952492
1.53E+01,-0.122026879
1.53E+01,-0.112689052
1.54E+01,-0.103281753
1.54E+01,-0.092153283
1.54E+01,-0.081076856
1.55E+01,-0.069168632
1.55E+01,-0.056271906
1.55E+01,-0.043896136
1.56E+01,-0.030522056
1.56E+01,-0.017572463
1.56E+01,-0.004056671
1.57E+01,0.008706934
1.57E+01,0.021588289
1.57E+01,0.033674688
1.58E+01,0.045099429
1.58E+01,0.056071872
1.58E+01,0.065828169
1.59E+01,0.075127526
1.59E+01,0.083273904
1.59E+01,0.090002668
1.60E+01,0.096248334
1.60E+01,0.100630289
1.60E+01,0.104374099
1.61E+01,0.105554324
1.61E+01,0.105519698
1.61E+01,0.104813988
1.62E+01,0.102692385
1.62E+01,0.098110365
1.62E+01,0.093368413
1.63E+01,0.086728924
1.63E+01,0.079269502
1.63E+01,0.071090077
1.64E+01,0.062319904
1.64E+01,0.052252477
1.64E+01,0.041195845
1.65E+01,0.029632339
1.65E+01,0.01731775
1.65E+01,0.004387451
1.66E+01,-0.008603039
1.66E+01,-0.021752273
1.66E+01,-0.034699972
1.67E+01,-0.047594201
1.67E+01,-0.060120668
1.67E+01,-0.072340725
1.68E+01,-0.084419917
1.68E+01,-0.095668666
1.68E+01,-0.106063493
1.69E+01,-0.114939111
1.69E+01,-0.123108533
1.69E+01,-0.129961089
1.70E+01,-0.136746118
1.70E+01,-0.141153828
1.70E+01,-0.144770952
1.71E+01,-0.147020082
1.71E+01,-0.148283692
1.71E+01,-0.14792426
1.72E+01,-0.145140509
1.72E+01,-0.141676572
1.72E+01,-0.137403446
1.73E+01,-0.131283979
1.73E+01,-0.124545942
1.73E+01,-0.116107794
1.74E+01,-0.107651991
1.74E+01,-0.09729378
1.74E+01,-0.086516824
1.75E+01,-0.075303026
1.75E+01,-0.063501393
1.75E+01,-0.051607481
1.76E+01,-0.038549436
1.76E+01,-0.026159785
1.76E+01,-0.013431532
1.77E+01,-0.001320871
1.77E+01,0.011022481
1.77E+01,0.022618405
1.78E+01,0.033787225
1.78E+01,0.044493871
1.78E+01,0.054133611
1.79E+01,0.062471505
1.79E+01,0.070791208
1.79E+01,0.078037923
1.80E+01,0.084462373
1.80E+01,0.089629692
1.80E+01,0.093228121
1.81E+01,0.096045294
1.81E+01,0.097067168
1.81E+01,0.097146112
1.81E+01,0.096217074
1.82E+01,0.093443937
1.82E+01,0.089775443
1.82E+01,0.085100043
1.83E+01,0.078283895
1.83E+01,0.071056736
1.83E+01,0.063292719
1.84E+01,0.053767886
1.84E+01,0.04374477
1.84E+01,0.03340779
1.85E+01,0.022284824
1.85E+01,0.010458847
1.85E+01,-0.002405057
1.86E+01,-0.014837387
1.86E+01,-0.027243521
1.86E+01,-0.039935849
1.87E+01,-0.051869801
1.87E+01,-0.063624357
1.87E+01,-0.075007566
1.88E+01,-0.08587951
1.88E+01,-0.09633114
1.88E+01,-0.105392407
1.89E+01,-0.114379736
1.89E+01,-0.122429273
1.89E+01,-0.128839471
1.90E+01,-0.134429431
1.90E+01,-0.138341231
1.90E+01,-0.141605692
1.91E+01,-0.142481163
1.91E+01,-0.14244985
1.91E+01,-0.141952482
1.92E+01,-0.139807439
1.92E+01,-0.135457457
1.92E+01,-0.130914493
1.93E+01,-0.126067433
1.93E+01,-0.119214141
1.93E+01,-0.111615385
1.94E+01,-0.102661111
1.94E+01,-0.093181354
1.94E+01,-0.082511332
1.95E+01,-0.071535134
1.95E+01,-0.059937788
1.95E+01,-0.048267712
1.96E+01,-0.036390462
1.96E+01,-0.024171908
1.96E+01,-0.011952814
1.97E+01,2.29775E-05
1.97E+01,0.011623063
1.97E+01,0.022823284
1.98E+01,0.033626744
1.98E+01,0.043766074
1.98E+01,0.053112206
1.99E+01,0.061740144
1.99E+01,0.069036298
1.99E+01,0.075456606
2.00E+01,0.080906962
2.00E+01,0.084701803
2.00E+01,0.08757403
2.01E+01,0.090062997
2.01E+01,0.090576397
2.01E+01,0.090338171
2.02E+01,0.087833504
2.02E+01,0.084842576
2.02E+01,0.080251647
2.03E+01,0.075603119
2.03E+01,0.068602421
2.03E+01,0.061207263
2.04E+01,0.053374743
2.04E+01,0.045212298
2.04E+01,0.034694096
2.05E+01,0.023943293
2.05E+01,0.012896325
2.05E+01,0.001124606
2.06E+01,-0.010433664
2.06E+01,-0.021974981
2.06E+01,-0.033649228
2.07E+01,-0.045402113
2.07E+01,-0.056845348
2.07E+01,-0.067948504
2.08E+01,-0.078704564
2.08E+01,-0.089179776
2.08E+01,-0.098347266
2.09E+01,-0.107634582
2.09E+01,-0.115669781
2.09E+01,-0.122953491
2.10E+01,-0.127999537
2.10E+01,-0.132942562
2.10E+01,-0.135840909
2.11E+01,-0.138502897
2.11E+01,-0.139063135
2.11E+01,-0.138947583
2.12E+01,-0.138299893
2.12E+01,-0.135168836
2.12E+01,-0.131320498
2.13E+01,-0.127042783
2.13E+01,-0.120448237
2.13E+01,-0.113304034
2.14E+01,-0.105186446
2.14E+01,-0.097250943
2.14E+01,-0.086908738
2.14E+01,-0.076739635
2.15E+01,-0.066874567
2.15E+01,-0.055653003
2.15E+01,-0.044104659
2.16E+01,-0.032420827
2.16E+01,-0.020961944
2.16E+01,-0.009760674
2.17E+01,0.001267563
2.17E+01,0.012177655
2.17E+01,0.02313058
2.18E+01,0.033551109
2.18E+01,0.042669022
2.18E+01,0.051957406
2.19E+01,0.06035372
2.19E+01,0.067674534
2.19E+01,0.073168422
2.20E+01,0.078283
2.20E+01,0.082498903
2.20E+01,0.085744599
2.21E+01,0.087031426
2.21E+01,0.087051404
2.21E+01,0.086604633
2.22E+01,0.084471607
2.22E+01,0.08147884
2.22E+01,0.076711339
2.23E+01,0.071686338
2.23E+01,0.064604676
2.23E+01,0.057064475
2.24E+01,0.049126068
2.24E+01,0.039177838
2.24E+01,0.029845606
2.25E+01,0.019264504
2.25E+01,0.008084295
2.25E+01,-0.003307514
2.26E+01,-0.014875441
2.26E+01,-0.026355328
2.26E+01,-0.038009138
2.27E+01,-0.049434062
2.27E+01,-0.060376886
2.27E+01,-0.071339808
2.28E+01,-0.081991516
2.28E+01,-0.092274296
2.28E+01,-0.101298509
2.29E+01,-0.109217677
2.29E+01,-0.116559425
2.29E+01,-0.123470501
2.30E+01,-0.128188086
2.30E+01,-0.132117906
2.30E+01,-0.135308545
2.31E+01,-0.137802161
2.31E+01,-0.138775016
2.31E+01,-0.13875523
2.32E+01,-0.135628985
2.32E+01,-0.13260634
2.32E+01,-0.128103028
2.33E+01,-0.123651108
2.33E+01,-0.116782899
2.33E+01,-0.109358423
2.34E+01,-0.101447385
2.34E+01,-0.092924492
2.34E+01,-0.082707451
2.35E+01,-0.071921899
2.35E+01,-0.060758169
2.35E+01,-0.049285623
2.36E+01,-0.03787223
2.36E+01,-0.026232704
2.36E+01,-0.014675862
2.37E+01,-0.003425763
2.37E+01,0.007876857
2.37E+01,0.019026794
2.38E+01,0.029632772
2.38E+01,0.038807102
2.38E+01,0.048159043
2.39E+01,0.056438836
2.39E+01,0.06402979
2.39E+01,0.071073856
2.40E+01,0.076181714
2.40E+01,0.08069275
2.40E+01,0.083583799
2.41E+01,0.086420718
2.41E+01,0.086944725
2.41E+01,0.086941116
2.42E+01,0.086599047
2.42E+01,0.083283821
2.42E+01,0.07956302
2.43E+01,0.075608162
2.43E+01,0.069624774
2.43E+01,0.063257711
2.44E+01,0.056004809
2.44E+01,0.047213261
2.44E+01,0.037811173
2.45E+01,0.027748723
2.45E+01,0.016929325
2.45E+01,0.006569688
2.46E+01,-0.004216328
2.46E+01,-0.015331449
2.46E+01,-0.02652129
2.47E+01,-0.037723835
2.47E+01,-0.049008945
2.47E+01,-0.059972885
2.47E+01,-0.071194772
2.48E+01,-0.080666477
2.48E+01,-0.090093121
2.48E+01,-0.098157211
2.49E+01,-0.105767354
2.49E+01,-0.113187481
2.49E+01,-0.119013299
2.50E+01,-0.123925983
2.50E+01,-0.127849888
2.50E+01,-0.130150427
2.51E+01,-0.131393165
2.51E+01,-0.131748136
2.51E+01,-0.131190165
2.52E+01,-0.128432717
2.52E+01,-0.124919407
2.52E+01,-0.120906212
2.53E+01,-0.115803213
2.53E+01,-0.109549931
2.53E+01,-0.102100212
2.54E+01,-0.094103172
2.54E+01,-0.085429102
2.54E+01,-0.075482022
2.55E+01,-0.064794894
2.55E+01,-0.054301611
2.55E+01,-0.042820106
2.56E+01,-0.03108227
2.56E+01,-0.019531359
2.56E+01,-0.008087383
2.57E+01,0.003147669
2.57E+01,0.013733865
2.57E+01,0.023738582
2.58E+01,0.03401808
2.58E+01,0.042750112
2.58E+01,0.051598592
2.59E+01,0.058399162
2.59E+01,0.064949347
2.59E+01,0.071558981
2.60E+01,0.07614626
2.60E+01,0.079926119
2.60E+01,0.08327753
2.61E+01,0.084390325
2.61E+01,0.085177449
2.61E+01,0.083785571
2.62E+01,0.083031703
2.62E+01,0.07989112
2.62E+01,0.076122194
2.63E+01,0.071940689
2.63E+01,0.065214673
2.63E+01,0.058399317
2.64E+01,0.050136353
2.64E+01,0.042004544
2.64E+01,0.033547924
2.65E+01,0.023302408
2.65E+01,0.012889829
2.65E+01,0.002904917
2.66E+01,-0.007590923
2.66E+01,-0.018719849
2.66E+01,-0.029798494
2.67E+01,-0.04103387
2.67E+01,-0.051741876
2.67E+01,-0.061457875
2.68E+01,-0.07141244
2.68E+01,-0.080094587
2.68E+01,-0.089861761
2.69E+01,-0.097879743
2.69E+01,-0.105028598
2.69E+01,-0.110648691
2.70E+01,-0.116218163
2.70E+01,-0.120489489
2.70E+01,-0.123870014
2.71E+01,-0.125322507
2.71E+01,-0.126226095
2.71E+01,-0.12536303
2.72E+01,-0.124496345
2.72E+01,-0.12142004
2.72E+01,-0.117579694
2.73E+01,-0.11349309
2.73E+01,-0.107994868
2.73E+01,-0.101944513
2.74E+01,-0.094492887
2.74E+01,-0.086563369
2.74E+01,-0.077699077
2.75E+01,-0.0681226
2.75E+01,-0.057941419
2.75E+01,-0.048001211
2.76E+01,-0.037523248
2.76E+01,-0.026635505
2.76E+01,-0.015455652
2.77E+01,-0.00470542
2.77E+01,0.005254522
2.77E+01,0.01538477
2.78E+01,0.025226477
2.78E+01,0.034468443
2.78E+01,0.042625242
2.79E+01,0.050125111
2.79E+01,0.057294529
2.79E+01,0.063996989
2.80E+01,0.068866721
2.80E+01,0.073140566
2.80E+01,0.076269834
2.80E+01,0.079177959
2.81E+01,0.080012153
2.81E+01,0.079959572
2.81E+01,0.079605163
2.82E+01,0.077106453
2.82E+01,0.074504689
2.82E+01,0.071227825
2.83E+01,0.065644756
2.83E+01,0.060367196
2.83E+01,0.053355238
2.84E+01,0.045769098
2.84E+01,0.037861243
2.84E+01,0.02934826
2.85E+01,0.019650608
2.85E+01,0.010703684
2.85E+01,0.000356025
2.86E+01,-0.010433177
2.86E+01,-0.020066214
2.86E+01,-0.030221625
2.87E+01,-0.040950042
2.87E+01,-0.049713033
2.87E+01,-0.060005061
2.88E+01,-0.068574494
2.88E+01,-0.07823996
2.88E+01,-0.086526856
2.89E+01,-0.093983137
2.89E+01,-0.099772838
2.89E+01,-0.105245004
2.90E+01,-0.109722085
2.90E+01,-0.11335965
2.90E+01,-0.116235051
2.91E+01,-0.117253226
2.91E+01,-0.117392697
2.91E+01,-0.117161229
2.92E+01,-0.115889372
2.92E+01,-0.113342927
2.92E+01,-0.109609761
2.93E+01,-0.105440257
2.93E+01,-0.098901424
2.93E+01,-0.092504454
2.94E+01,-0.084573492
2.94E+01,-0.076295324
2.94E+01,-0.06789075
2.95E+01,-0.0579575
2.95E+01,-0.048662638
2.95E+01,-0.038363784
2.96E+01,-0.028522149
2.96E+01,-0.018660315
2.96E+01,-0.008213757
2.97E+01,0.001378873
2.97E+01,0.01137026
2.97E+01,0.020189292
2.98E+01,0.029827503
2.98E+01,0.038323846
2.98E+01,0.045979215
2.99E+01,0.053359434
2.99E+01,0.059948278
2.99E+01,0.065201865
3.00E+01,0.069970432
3.00E+01,0.073226275
3.00E+01,0.076104453
3.01E+01,0.077323443
3.01E+01,0.077811426
3.01E+01,0.076923869
3.02E+01,0.07617434
3.02E+01,0.072904534
3.02E+01,0.069479863
3.03E+01,0.06507829
3.03E+01,0.060811849
3.03E+01,0.053942822
3.04E+01,0.047073026
3.04E+01,0.039186235
3.04E+01,0.030964936
3.05E+01,0.022945525
3.05E+01,0.013252864
3.05E+01,0.004063918
3.06E+01,-0.006165294
3.06E+01,-0.01531108
3.06E+01,-0.025681538
3.07E+01,-0.034936026
3.07E+01,-0.04480811
3.07E+01,-0.0534083
3.08E+01,-0.062800057
3.08E+01,-0.071332684
3.08E+01,-0.079032252
3.09E+01,-0.086521618
3.09E+01,-0.093069402
3.09E+01,-0.098513485
3.10E+01,-0.102934743
3.10E+01,-0.106329867
3.10E+01,-0.109407268
3.11E+01,-0.111560185
3.11E+01,-0.112920396
3.11E+01,-0.112949148
3.12E+01,-0.112109661
3.12E+01,-0.109467923
3.12E+01,-0.10590922
3.13E+01,-0.102059672
3.13E+01,-0.09772373
3.13E+01,-0.091366863
3.13E+01,-0.085223293
3.14E+01,-0.078437464
3.14E+01,-0.070765498
3.14E+01,-0.061556276
3.15E+01,-0.052397978
3.15E+01,-0.043767016
3.15E+01,-0.033824875
3.16E+01,-0.024870326
3.16E+01,-0.014925364
3.16E+01,-0.005334539
3.17E+01,0.003983543
3.17E+01,0.012664583
3.17E+01,0.021943676
3.18E+01,0.030425309
3.18E+01,0.038149098
3.18E+01,0.045604794
3.19E+01,0.052499449
3.19E+01,0.057673006
3.19E+01,0.06334736
3.20E+01,0.067823288
3.20E+01,0.071355011
3.20E+01,0.072825313
3.21E+01,0.074879201
3.21E+01,0.075416714
3.21E+01,0.075035091
3.22E+01,0.072593676
3.22E+01,0.070689757
3.22E+01,0.06774069
3.23E+01,0.063609511
3.23E+01,0.05776338
3.23E+01,0.052478642
3.24E+01,0.045569112
3.24E+01,0.038185437
3.24E+01,0.030500095
3.25E+01,0.022449892
3.25E+01,0.013056995
3.25E+01,0.0040273
3.26E+01,-0.005471683
3.26E+01,-0.0149706
3.26E+01,-0.025054367
3.27E+01,-0.033961773
3.27E+01,-0.043743565
3.27E+01,-0.052503894
3.28E+01,-0.060426607
3.28E+01,-0.068189433
3.28E+01,-0.075390927
3.29E+01,-0.082510782
3.29E+01,-0.087981097
3.29E+01,-0.093351664
3.30E+01,-0.097738226
3.30E+01,-0.101166904
3.30E+01,-0.103577575
3.31E+01,-0.105264937
3.31E+01,-0.10555875
3.31E+01,-0.105187939
3.32E+01,-0.104209613
3.32E+01,-0.101570466
3.32E+01,-0.097928692
3.33E+01,-0.093954633
3.33E+01,-0.089133655
3.33E+01,-0.083008911
3.34E+01,-0.076086946
3.34E+01,-0.068338491
3.34E+01,-0.060367685
3.35E+01,-0.052547769
3.35E+01,-0.04377156
3.35E+01,-0.03421674
3.36E+01,-0.025674335
3.36E+01,-0.015619107
3.36E+01,-0.006803597
3.37E+01,0.003252041
3.37E+01,0.011839477
3.37E+01,0.02040471
3.38E+01,0.028959659
3.38E+01,0.037389884
3.38E+01,0.044958269
3.39E+01,0.051598679
3.39E+01,0.05734241
3.39E+01,0.063068365
3.40E+01,0.067764354
3.40E+01,0.071516893
3.40E+01,0.074399895
