t,angulo
3.41E+01,0.075724169
3.41E+01,0.076283548
3.41E+01,0.075939673
3.42E+01,0.075406147
3.42E+01,0.07294252
3.42E+01,0.070552606
3.43E+01,0.067225857
3.43E+01,0.062603256
3.43E+01,0.057060436
3.44E+01,0.051253393
3.44E+01,0.045240288
3.44E+01,0.037825639
3.45E+01,0.030195556
3.45E+01,0.022253394
3.45E+01,0.01405801
3.46E+01,0.004628857
3.46E+01,-0.003849772
3.46E+01,-0.01351041
3.46E+01,-0.02237869
3.47E+01,-0.031411172
3.47E+01,-0.040165958
3.47E+01,-0.048425114
3.48E+01,-0.056097696
3.48E+01,-0.063515696
3.48E+01,-0.070716719
3.49E+01,-0.076925178
3.49E+01,-0.082338092
3.49E+01,-0.086536237
3.50E+01,-0.090102615
3.50E+01,-0.093285665
3.50E+01,-0.094918204
3.51E+01,-0.096578354
3.51E+01,-0.096823202
3.51E+01,-0.096557914
3.52E+01,-0.093904778
3.52E+01,-0.09191486
3.52E+01,-0.089217346
3.53E+01,-0.085145216
3.53E+01,-0.079001777
3.53E+01,-0.0739004
3.54E+01,-0.0670623
3.54E+01,-0.059610325
3.54E+01,-0.051958393
3.55E+01,-0.04417961
3.55E+01,-0.03562671
3.55E+01,-0.026412871
3.56E+01,-0.018073106
3.56E+01,-0.008599282
3.56E+01,0.000341268
3.57E+01,0.008732898
3.57E+01,0.017771139
3.57E+01,0.026176794
3.58E+01,0.033964232
3.58E+01,0.041391069
3.58E+01,0.048586102
3.59E+01,0.054943534
3.59E+01,0.060276187
3.59E+01,0.064988687
3.60E+01,0.068317227
3.60E+01,0.071399264
3.60E+01,0.074397703
3.61E+01,0.075106333
3.61E+01,0.075339076
3.61E+01,0.075069584
3.62E+01,0.074397621
3.62E+01,0.071432998
3.62E+01,0.067968897
3.63E+01,0.064053087
3.63E+01,0.059908118
3.63E+01,0.054015018
3.64E+01,0.0483057
3.64E+01,0.041381987
3.64E+01,0.033962708
3.65E+01,0.026627356
3.65E+01,0.018791214
3.65E+01,0.010594714
3.66E+01,0.001206293
3.66E+01,-0.007180308
3.66E+01,-0.015638672
3.67E+01,-0.024956775
3.67E+01,-0.03319674
3.67E+01,-0.041087391
3.68E+01,-0.04894255
3.68E+01,-0.056094645
3.68E+01,-0.063137718
3.69E+01,-0.070044835
3.69E+01,-0.075144443
3.69E+01,-0.080669282
3.70E+01,-0.085024945
3.70E+01,-0.088719318
3.70E+01,-0.09176551
3.71E+01,-0.092735665
3.71E+01,-0.09315656
3.71E+01,-0.09289953
3.72E+01,-0.092467165
3.72E+01,-0.089847148
3.72E+01,-0.088066933
3.73E+01,-0.08460869
3.73E+01,-0.080290235
3.73E+01,-0.074623269
3.74E+01,-0.069416081
3.74E+01,-0.062859763
3.74E+01,-0.055692129
3.75E+01,-0.048193653
3.75E+01,-0.04052988
3.75E+01,-0.032806343
3.76E+01,-0.024727028
3.76E+01,-0.015694597
3.76E+01,-0.007232064
3.77E+01,0.000699956
3.77E+01,0.008576473
3.77E+01,0.016948927
3.78E+01,0.02358184
3.78E+01,0.030462223
3.78E+01,0.0374638
3.79E+01,0.044188635
3.79E+01,0.048993332
3.79E+01,0.054483238
3.79E+01,0.059360763
3.80E+01,0.063166853
3.80E+01,0.065868044
3.80E+01,0.067235375
3.81E+01,0.067555291
3.81E+01,0.067459475
3.81E+01,0.067128224
3.82E+01,0.06633259
3.82E+01,0.063471782
3.82E+01,0.059840763
3.83E+01,0.056037766
3.83E+01,0.051852339
3.83E+01,0.045310475
3.84E+01,0.039919175
3.84E+01,0.033638211
3.84E+01,0.026271236
3.85E+01,0.018820956
3.85E+01,0.011143793
3.85E+01,0.003167678
3.86E+01,-0.005610208
3.86E+01,-0.014476243
3.86E+01,-0.022394334
3.87E+01,-0.030498422
3.87E+01,-0.038904356
3.87E+01,-0.047774608
3.88E+01,-0.055356884
3.88E+01,-0.062706303
3.88E+01,-0.069597984
3.89E+01,-0.074681793
3.89E+01,-0.081028446
3.89E+01,-0.085481696
3.90E+01,-0.089096128
3.90E+01,-0.09241364
3.90E+01,-0.094654465
3.91E+01,-0.09645963
3.91E+01,-0.096509925
3.91E+01,-0.096375896
3.92E+01,-0.095937683
3.92E+01,-0.093035134
3.92E+01,-0.089855105
3.93E+01,-0.085713937
3.93E+01,-0.081508394
3.93E+01,-0.076987143
3.94E+01,-0.07058489
3.94E+01,-0.063732206
3.94E+01,-0.0564056
3.95E+01,-0.048798651
3.95E+01,-0.041009046
3.95E+01,-0.03314603
3.96E+01,-0.025338786
3.96E+01,-0.017093532
3.96E+01,-0.008277552
3.97E+01,0.000100781
3.97E+01,0.007890097
3.97E+01,0.01542916
3.98E+01,0.022812786
3.98E+01,0.030027558
3.98E+01,0.036865006
3.99E+01,0.041788239
3.99E+01,0.04786592
3.99E+01,0.052277497
4.00E+01,0.055992642
4.00E+01,0.059394151
4.00E+01,0.060965937
4.01E+01,0.063117718
4.01E+01,0.063429437
4.01E+01,0.063446512
4.02E+01,0.062786074
4.02E+01,0.060073431
4.02E+01,0.057087564
4.03E+01,0.053131107
4.03E+01,0.048856863
4.03E+01,0.044716674
4.04E+01,0.038065734
4.04E+01,0.032906156
4.04E+01,0.026203248
4.05E+01,0.018831046
4.05E+01,0.011389649
4.05E+01,0.003760396
4.06E+01,-0.004033294
4.06E+01,-0.012262289
4.06E+01,-0.020464333
4.07E+01,-0.029302051
4.07E+01,-0.037056375
4.07E+01,-0.044615731
4.08E+01,-0.052101454
4.08E+01,-0.059455891
4.08E+01,-0.066587874
4.09E+01,-0.073408873
4.09E+01,-0.078356297
4.09E+01,-0.082543792
4.10E+01,-0.088203006
4.10E+01,-0.09192793
4.10E+01,-0.093320234
4.11E+01,-0.096199793
4.11E+01,-0.096629135
4.11E+01,-0.096512847
4.12E+01,-0.096241401
4.12E+01,-0.094971972
4.12E+01,-0.092633401
4.12E+01,-0.089080692
4.13E+01,-0.085329703
4.13E+01,-0.081249109
4.13E+01,-0.074723634
4.14E+01,-0.069812327
4.14E+01,-0.06298255
4.14E+01,-0.05562292
4.15E+01,-0.048218555
4.15E+01,-0.040753105
4.15E+01,-0.033167668
4.16E+01,-0.025466079
4.16E+01,-0.017818801
4.16E+01,-0.009788811
4.17E+01,-0.002684748
4.17E+01,0.004463534
4.17E+01,0.011642196
4.18E+01,0.018786927
4.18E+01,0.025861171
4.18E+01,0.032150379
4.19E+01,0.037389044
4.19E+01,0.04143881
4.19E+01,0.045294492
4.20E+01,0.048575437
4.20E+01,0.051891245
4.20E+01,0.052732276
4.21E+01,0.054635261
4.21E+01,0.055288194
4.21E+01,0.055198648
4.22E+01,0.052848683
4.22E+01,0.051517723
4.22E+01,0.048363854
4.23E+01,0.044627456
4.23E+01,0.040615847
4.23E+01,0.034289236
4.24E+01,0.029511408
4.24E+01,0.022559123
4.24E+01,0.015441994
4.25E+01,0.008003764
4.25E+01,0.000410566
4.25E+01,-0.007175247
4.26E+01,-0.014817549
4.26E+01,-0.022612349
4.26E+01,-0.030324568
4.27E+01,-0.038346536
4.27E+01,-0.045457434
4.27E+01,-0.052857741
4.28E+01,-0.059945767
4.28E+01,-0.066930362
4.28E+01,-0.074117815
4.29E+01,-0.079031405
4.29E+01,-0.08483066
4.29E+01,-0.089330921
4.30E+01,-0.093110911
4.30E+01,-0.096596935
4.30E+01,-0.098931407
4.31E+01,-0.100529107
4.31E+01,-0.100654324
4.31E+01,-0.100588292
4.32E+01,-0.100299969
4.32E+01,-0.097628768
4.32E+01,-0.095676648
4.33E+01,-0.092542288
4.33E+01,-0.088707879
4.33E+01,-0.083376148
4.34E+01,-0.077934126
4.34E+01,-0.071144678
4.34E+01,-0.064652321
4.35E+01,-0.057579066
4.35E+01,-0.05106966
4.35E+01,-0.04376851
4.36E+01,-0.035814694
4.36E+01,-0.028311244
4.36E+01,-0.020447137
4.37E+01,-0.012605365
4.37E+01,-0.004297189
4.37E+01,0.003488331
4.38E+01,0.011030858
4.38E+01,0.018246104
4.38E+01,0.024649459
4.39E+01,0.030288706
4.39E+01,0.036455125
4.39E+01,0.041101949
4.40E+01,0.044923608
4.40E+01,0.048550425
4.40E+01,0.050568143
4.41E+01,0.052330063
4.41E+01,0.052609722
4.41E+01,0.052604934
4.42E+01,0.052406154
4.42E+01,0.051486633
4.42E+01,0.048779878
4.43E+01,0.045258923
4.43E+01,0.041461982
4.43E+01,0.037524159
4.44E+01,0.033063352
4.44E+01,0.026476615
4.44E+01,0.019785447
4.45E+01,0.01406769
4.45E+01,0.007388124
4.45E+01,4.33942E-05
4.45E+01,-0.007398072
4.46E+01,-0.015298498
4.46E+01,-0.023006643
4.46E+01,-0.030312735
4.47E+01,-0.037798781
4.47E+01,-0.045180767
4.47E+01,-0.052434752
4.48E+01,-0.05957016
4.48E+01,-0.066620061
4.48E+01,-0.071658727
4.49E+01,-0.077989133
4.49E+01,-0.082184994
4.49E+01,-0.086052739
4.50E+01,-0.089655359
4.50E+01,-0.092839411
4.50E+01,-0.093816459
4.51E+01,-0.094674369
4.51E+01,-0.094200498
4.51E+01,-0.093627549
4.52E+01,-0.092818163
4.52E+01,-0.089924384
4.52E+01,-0.086669208
4.53E+01,-0.08260907
4.53E+01,-0.078364253
4.53E+01,-0.073760295
4.54E+01,-0.067502272
4.54E+01,-0.061413259
4.54E+01,-0.05526271
4.55E+01,-0.048343861
4.55E+01,-0.040973595
4.55E+01,-0.0335054
4.56E+01,-0.025969815
4.56E+01,-0.018392399
4.56E+01,-0.01076077
4.57E+01,-0.003335326
4.57E+01,0.004109588
4.57E+01,0.011496974
4.58E+01,0.018652192
4.58E+01,0.024758985
4.58E+01,0.030630663
4.59E+01,0.036447845
4.59E+01,0.041451999
4.59E+01,0.045460798
4.60E+01,0.049100264
4.60E+01,0.052369718
4.60E+01,0.053599089
4.61E+01,0.055813746
4.61E+01,0.056367413
4.61E+01,0.05640089
4.62E+01,0.055818433
4.62E+01,0.05310297
4.62E+01,0.050874502
4.63E+01,0.047974443
4.63E+01,0.044575557
4.63E+01,0.039513675
4.64E+01,0.034156752
4.64E+01,0.02882149
4.64E+01,0.02281085
4.65E+01,0.015744463
4.65E+01,0.008856619
4.65E+01,0.001349828
4.66E+01,-0.006279317
4.66E+01,-0.014007999
4.66E+01,-0.021668058
4.67E+01,-0.029183013
4.67E+01,-0.036725146
4.67E+01,-0.043932926
4.68E+01,-0.050336018
4.68E+01,-0.056582509
4.68E+01,-0.062998377
4.69E+01,-0.067808823
4.69E+01,-0.073703038
4.69E+01,-0.078353901
4.70E+01,-0.082178296
4.70E+01,-0.085262183
4.70E+01,-0.086496287
4.71E+01,-0.089084709
4.71E+01,-0.089639521
4.71E+01,-0.089673102
4.72E+01,-0.089344861
4.72E+01,-0.086519428
4.72E+01,-0.085335105
4.73E+01,-0.082165637
4.73E+01,-0.078492966
4.73E+01,-0.074465994
4.74E+01,-0.068595743
4.74E+01,-0.063493156
4.74E+01,-0.056723892
4.75E+01,-0.050561985
4.75E+01,-0.044572871
4.75E+01,-0.037387971
4.76E+01,-0.030066365
4.76E+01,-0.022644382
4.76E+01,-0.015086645
4.77E+01,-0.00761576
4.77E+01,-0.000166571
4.77E+01,0.007209677
4.78E+01,0.013926949
4.78E+01,0.019776318
4.78E+01,0.02631783
4.78E+01,0.031098527
4.79E+01,0.036576411
4.79E+01,0.041377605
4.79E+01,0.04523744
4.80E+01,0.048683788
4.80E+01,0.050615399
4.80E+01,0.05252721
4.81E+01,0.053009312
4.81E+01,0.053017961
4.81E+01,0.052946857
4.82E+01,0.05240112
4.82E+01,0.049460347
4.82E+01,0.047389185
4.83E+01,0.043317065
4.83E+01,0.038699476
4.83E+01,0.034233256
4.84E+01,0.02979281
4.84E+01,0.023371764
4.84E+01,0.018521468
4.85E+01,0.01166697
4.85E+01,0.004450678
4.85E+01,-0.002443237
4.86E+01,-0.009299141
4.86E+01,-0.016862606
4.86E+01,-0.023748074
4.87E+01,-0.030240757
4.87E+01,-0.037306987
4.87E+01,-0.044399207
4.88E+01,-0.050049276
4.88E+01,-0.055966464
4.88E+01,-0.060989638
4.89E+01,-0.065998695
4.89E+01,-0.071068184
4.89E+01,-0.07485221
4.90E+01,-0.078199931
4.90E+01,-0.080565441
4.90E+01,-0.082605711
4.91E+01,-0.083329268
4.91E+01,-0.083104171
4.91E+01,-0.082708673
4.92E+01,-0.082139539
4.92E+01,-0.079392841
4.92E+01,-0.077695867
4.93E+01,-0.074720011
4.93E+01,-0.071012909
4.93E+01,-0.066943099
4.94E+01,-0.061157204
4.94E+01,-0.056001664
4.94E+01,-0.04959039
4.95E+01,-0.043538894
4.95E+01,-0.037337498
4.95E+01,-0.03018926
4.96E+01,-0.02288321
4.96E+01,-0.015755904
4.96E+01,-0.008324684
4.97E+01,-0.001432024
4.97E+01,0.005156931
4.97E+01,0.011562973
4.98E+01,0.018518352
4.98E+01,0.023401972
4.98E+01,0.029901249
4.99E+01,0.034222812
4.99E+01,0.038233666
4.99E+01,0.041949194
5.00E+01,0.045500543
5.00E+01,0.04873984
5.00E+01,0.049993883
5.01E+01,0.051809799
5.01E+01,0.052835038
5.01E+01,0.052857293
5.02E+01,0.052450067
5.02E+01,0.050160697
5.02E+01,0.048769389
5.03E+01,0.045474433
5.03E+01,0.041893677
5.03E+01,0.037973152
5.04E+01,0.033915896
